First Name, Last Name, Nickname, Twitter, Occupation, Sex, Image, Wikia, Location, Season Name, Season Number, Character Type, Age, Placement, Days Lasted, Votes Against, Starting Tribe, Swapped Tribe, Med Evac, Quit, Tribe Wins, Individual Wins,
"Andrew","Savage","","","Attorney","M","http://vignette3.wikia.nocookie.net/survivor/images/0/0f/S7_andrew_t.jpg/revision/latest?cb=20120829190126","http://survivor.wikia.com/wiki/Andrew_Savage","Chicago, IL","Cambodia: Second Chance","31","Alpha Male Control Freak","53","12","21","4","","","0","0","0","0",
"Tina","Scheer","","","Lumberjill","F","http://vignette4.wikia.nocookie.net/survivor/images/c/c1/S12_tina_t.jpg/revision/latest?cb=20120830002038","http://survivor.wikia.com/wiki/Tina_Scheer","Hayward, WI","Panama: Exile Island","12","Crazy Cat Lady","44","16","3","3","","","0","0","1","0",
"Michelle","Schubert","","","Missionary Recruiter","F","http://vignette4.wikia.nocookie.net/survivor/images/4/47/S33-michelle-schubert.jpg/revision/latest?cb=20160817172456","http://survivor.wikia.com/wiki/Michelle_Schubert","Yakima, Washington","Millennials vs Gen X","33","Little Red Riding Hood","18","13","23","10","","","0","0","0","0",
"Jaclyn","Schultz","","","Media Buyer","F","http://vignette3.wikia.nocookie.net/survivor/images/8/8b/S29_jaclyn_t.png/revision/latest?cb=20140828001438","http://survivor.wikia.com/wiki/Jaclyn_Schultz","Las Vegas, NV","San Juan del Sur","29","Little Red Riding Hood","25","2","39","5","","","0","0","2","2",
"Sally","Schumann","","","Social Worker","F","http://vignette3.wikia.nocookie.net/survivor/images/d/d8/S12_sally_t.jpg/revision/latest?cb=20120830001954","http://survivor.wikia.com/wiki/Sally_Schumann","Chicago, IL","Panama: Exile Island","12","Erin Brockovich","26","8","24","8","","","0","0","5","2",
"Judd","Sergeant","","","Hotel Doorman","M","http://vignette2.wikia.nocookie.net/survivor/images/0/0a/S11_judd_t.jpg/revision/latest?cb=20120829231949","http://survivor.wikia.com/wiki/Judd_Sergeant","Bridgefield, NJ","Guatemala","11","John McClane","34","6","33","5","","","0","0","8","2",
"Roger","Sexton","","","Construction Company V.P.","M","http://vignette2.wikia.nocookie.net/survivor/images/0/08/S6_roger_t.jpg/revision/latest?cb=20120829030157","http://survivor.wikia.com/wiki/Roger_Sexton","Valencia, CA","The Amazon","6","Alpha Male Control Freak","56","10","21","11","","","0","0","5","0",
"Parvati","Shallow","","","BoxerCharity Organizer","F","http://vignette3.wikia.nocookie.net/survivor/images/4/4b/S13_parvati_t.jpg/revision/latest?cb=20120830005838","http://survivor.wikia.com/wiki/Parvati_Shallow","Los Angeles, CA","Cook Islands","13","Siren","23","6","36","4","","","0","0","5","2",
"Parvati","Shallow","","","BoxerCharity Organizer","F","http://vignette3.wikia.nocookie.net/survivor/images/4/4b/S13_parvati_t.jpg/revision/latest?cb=20120830005838","http://survivor.wikia.com/wiki/Parvati_Shallow","Los Angeles, CA","Micronesia: Fans vs Favourites","16","Siren","25","1","39","4","","","0","0","0","0",
"Parvati","Shallow","","","BoxerCharity Organizer","F","http://vignette3.wikia.nocookie.net/survivor/images/4/4b/S13_parvati_t.jpg/revision/latest?cb=20120830005838","http://survivor.wikia.com/wiki/Parvati_Shallow","Los Angeles, CA","Heroes vs Villains","20","Siren","27","2","39","8","","","0","0","0","0",
"Brendan","Shapiro","","","Physical Education Teacher","M","https://vignette.wikia.nocookie.net/survivor/images/1/16/S36_Brendan_Shapiro.jpg/revision/latest?cb=20180131173212","http://survivor.wikia.com/wiki/Brendan_Shapiro","Herndon, Virginia","Survivor: Ghost Island","36","","0","0","0","0","","","0","0","0","0",
"Hannah","Shapiro","","","Barista","F","http://vignette2.wikia.nocookie.net/survivor/images/3/38/S33-hannah-shapiro.jpg/revision/latest?cb=20160817172153","http://survivor.wikia.com/wiki/Hannah_Shapiro","West Hollywood, California","Millennials vs Gen X","33","Chelsea Handler","18","2","39","13","","","0","0","0","0",
"Kelly","Sharbaugh","","","Hairdresser","F","http://vignette4.wikia.nocookie.net/survivor/images/e/e7/S19_kelly_t.jpg/revision/latest?cb=20120830170541","http://survivor.wikia.com/wiki/Kelly_Sharbaugh","Los Angeles, CA","Samoa","19","Lady Gaga","25","11","24","4","","","0","0","8","1",
"Phillip","Sheppard","","","Former Federal AgentTechnology ExecutiveSoftware Sales","M","http://vignette1.wikia.nocookie.net/survivor/images/6/6a/S22_phillip_t.jpg/revision/latest?cb=20120830203412","http://survivor.wikia.com/wiki/Phillip_Sheppard","Santa Monica, CA","Redemption Island","22","The Specialist","52","2","39","17","","","0","0","4","0",
"Phillip","Sheppard","","","Former Federal AgentTechnology ExecutiveSoftware Sales","M","http://vignette1.wikia.nocookie.net/survivor/images/6/6a/S22_phillip_t.jpg/revision/latest?cb=20120830203412","http://survivor.wikia.com/wiki/Phillip_Sheppard","Santa Monica, CA","Caramoan: Fans vs Favourites 2","26","The Specialist","54","10","28","5","","","0","0","0","0",
"Christine","Shields-Markoski","","","Teacher","F","http://vignette2.wikia.nocookie.net/survivor/images/8/81/S23_christine_t.jpg/revision/latest?cb=20120830202855","http://survivor.wikia.com/wiki/Christine_Shields_Markoski","Merrick, NY","South Pacific","23","I Can See Your Periscope","40","13","19","4","","","0","0","1","5",
"Kelly","Shinn","","","Nursing Student","F","http://vignette1.wikia.nocookie.net/survivor/images/6/61/S21_kellys_t.jpg/revision/latest?cb=20120830203954","http://survivor.wikia.com/wiki/Kelly_Shinn","Mesa, AZ","Nicaragua","21","Little Red Riding Hood","20","8","28","0","","","0","1","5","1",
"Wanda","Shirk","","","English Teacher","F","http://vignette2.wikia.nocookie.net/survivor/images/c/c8/S10_wanda_t.jpg/revision/latest?cb=20120829223406","http://survivor.wikia.com/wiki/Wanda_Shirk","Ulysses, PA","Palau","10","Crazy Cat Lady","55","19","2","0","","","0","0","0","0",
"Ryan","Shoulders","","","Produce Clerk","M","http://vignette4.wikia.nocookie.net/survivor/images/c/ce/S7_ryans_t.jpg/revision/latest?cb=20120829190409","http://survivor.wikia.com/wiki/Ryan_Shoulders","Clarksville, TN","Pearl Islands","7","Know-It-All","23","15","6","6","","","0","0","1","0",
"Artis","Silvester","","","Computer Engineer","M","http://vignette3.wikia.nocookie.net/survivor/images/5/54/S25_artis_t.jpg/revision/latest?cb=20120821052502","http://survivor.wikia.com/wiki/Artis_Silvester","Terry Town, LA","Philippines","25","Heisenberg","53","9","25","5","","","0","0","7","0",
"Jerry","Sims","","","Sgt - U.S. Army","M","http://vignette2.wikia.nocookie.net/survivor/images/4/47/S18_jerry_t.jpg/revision/latest?cb=20120830164659","http://survivor.wikia.com/wiki/Jerry_Sims","Rock Hill, SC","Tocantins","18","True Grit","49","14","9","6","","","0","0","1","0",
"Will","Sims II","","","YouTube Sensation","M","http://vignette2.wikia.nocookie.net/survivor/images/6/6d/S30_will_t.png/revision/latest?cb=20150121191500","http://survivor.wikia.com/wiki/Will_Sims_II","Sherman Oaks, CA","Worlds Apart","30","Mr. Miyagi","41","2","39","4","","","0","0","5","2",
"Jason","Siska","","","Student Teacher","M","http://vignette4.wikia.nocookie.net/survivor/images/7/7b/S16_jason_t.jpg/revision/latest?cb=20120830054304","http://survivor.wikia.com/wiki/Jason_Siska","Fox River Grove, IL","Micronesia: Fans vs Favourites","16","Surfer Dude","22","8","30","8","","","0","0","8","2",
"Michael","Skupin","","","Software PublisherPart-Time Professional Speaker","M","http://vignette2.wikia.nocookie.net/survivor/images/6/64/S2_michael_t.jpg/revision/latest?cb=20130112212739","http://survivor.wikia.com/wiki/Michael_Skupin","White Lake, MI","The Australian Outback","2","Alpha Male Control Freak","38","11","17","0","","","0","0","6","0",
"Michael","Skupin","","","Software PublisherPart-Time Professional Speaker","M","http://vignette2.wikia.nocookie.net/survivor/images/6/64/S2_michael_t.jpg/revision/latest?cb=20130112212739","http://survivor.wikia.com/wiki/Michael_Skupin","White Lake, MI","Philippines","25","Alpha Male Control Freak","50","2","39","0","","","0","0","0","0",
"Leann","Slaby","","","Equity Research Assistant","F","http://vignette3.wikia.nocookie.net/survivor/images/7/70/S9_leann_t.jpg/revision/latest?cb=20120829202019","http://survivor.wikia.com/wiki/Leann_Slaby","Kansasville, WI","Vanuatu","9","Siren","35","7","30","8","","","0","0","6","1",
"Kathy","Sleckman","","","Golf Course Vendor","F","http://vignette4.wikia.nocookie.net/survivor/images/8/83/S16_kathy_t.jpg/revision/latest?cb=20120830054400","http://survivor.wikia.com/wiki/Kathy_Sleckman","Glen Ellyn, IL","Micronesia: Fans vs Favourites","16","Crazy Cat Lady","45","13","19","0","","","0","0","6","1",
"Vince","Sly","","","Coconut Vendor","M","http://vignette3.wikia.nocookie.net/survivor/images/5/53/S30_vince_t.png/revision/latest?cb=20150121191426","http://survivor.wikia.com/wiki/Vince_Sly","Santa Monica, CA","Worlds Apart","30","Ponyboy","32","17","6","3","","","0","0","1","0",
"Candace","Smith","","","Attorney","F","http://vignette4.wikia.nocookie.net/survivor/images/d/d9/S18_candace_t.jpg/revision/latest?cb=20120830164804","http://survivor.wikia.com/wiki/Candace_Smith","Dayton, OH","Tocantins","18","Meredith Grey","31","15","6","7","","","0","0","1","0",
"Christy","Smith","","","Children's Adventure Guide","F","http://vignette2.wikia.nocookie.net/survivor/images/7/75/S6_christy_t.jpg/revision/latest?cb=20120829025924","http://survivor.wikia.com/wiki/Christy_Smith","Basalt, CO","The Amazon","6","Lady Gaga","24","6","33","9","","","0","0","6","0",
"Jessica","Smith","","","Roller Girl","F","http://vignette3.wikia.nocookie.net/survivor/images/e/e9/S13_jessica_t.jpg/revision/latest?cb=20120830005719","http://survivor.wikia.com/wiki/Jessica_Smith","Chico, CA","Cook Islands","13","Lady Gaga","27","13","18","6","","","0","0","7","0",
"Susie","Smith","","","Hair Dresser","F","http://vignette3.wikia.nocookie.net/survivor/images/3/35/S17_susie_t.jpg/revision/latest?cb=20120830160547","http://survivor.wikia.com/wiki/Susie_Smith","Charles City, IA","Gabon","17","Mommy Dearest","47","2","39","7","","","0","0","8","2",
"Tarzan","Smith","","","Plastic surgeon","M","http://vignette3.wikia.nocookie.net/survivor/images/9/97/S24_tarzan_t.jpg/revision/latest?cb=20120830202707","http://survivor.wikia.com/wiki/Tarzan_Smith","Houston, TX","One World","24","The Specialist","64","6","36","12","","","0","0","4","1",
"Willard","Smith","","","Lawyer","M","http://vignette4.wikia.nocookie.net/survivor/images/d/db/S10_willard_t.jpg/revision/latest?cb=20120829223420","http://survivor.wikia.com/wiki/Willard_Smith","Bellevue, WA","Palau","10","Mr. Miyagi","56","14","12","8","","","0","0","6","0",
"Zeke","Smith","","","Asset Manager","M","http://vignette4.wikia.nocookie.net/survivor/images/b/bb/S34_Zeke_Cast_Photo1.jpg/revision/latest/scale-to-width-down/234?cb=20170209010402","http://survivor.wikia.com/wiki/Zeke_Smith","Brooklyn, New York","Millennials vs Gen X","33","Know-It-All","18","9","33","14","","","0","0","0","0",
"Zeke","Smith","","","Asset Manager","M","http://vignette4.wikia.nocookie.net/survivor/images/b/bb/S34_Zeke_Cast_Photo1.jpg/revision/latest/scale-to-width-down/234?cb=20170209010402","http://survivor.wikia.com/wiki/Zeke_Smith","Brooklyn, New York","Game Changers","34","Know-It-All","28","10","1","0","Nuku","","0","0","0","0",
"Michael","Snow","","","Event Planner","M","http://vignette3.wikia.nocookie.net/survivor/images/4/49/S26_michael_t.jpg/revision/latest?cb=20130111183732","http://survivor.wikia.com/wiki/Michael_Snow","New York City, NY","Caramoan: Fans vs Favourites 2","26","Social Butterfly (Perez Hilton)","44","11","25","10","","","0","0","1","1",
"Julia","Sokolowski","","","College Student","F","http://vignette3.wikia.nocookie.net/survivor/images/d/db/S32_Julia_Sokolowski.jpg/revision/latest?cb=20160120173144","http://survivor.wikia.com/wiki/Julia_Sokolowski","Boston, Massachusetts","Kaoh Rong: BBB2","32","Little Red Riding Hood","19","7","29","2","","","0","0","0","0",
"Paloma","Soto-Castillo","","","Student","F","http://vignette3.wikia.nocookie.net/survivor/images/6/6d/S17_paloma_t.jpg/revision/latest?cb=20120830160503","http://survivor.wikia.com/wiki/Paloma_Soto-Castillo","Downey, CA","Gabon","17","Oh No You Didn't!","23","16","9","7","","","0","0","3","0",
"Joaquin","Souberbielle","","","Marketing Director","M","http://vignette2.wikia.nocookie.net/survivor/images/9/99/S30_joaquin_t.png/revision/latest?cb=20150121191620","http://survivor.wikia.com/wiki/Joaquin_Souberbielle","Valley Stream, NY","Worlds Apart","30","Seduce and Destroy","27","13","17","4","","","0","0","6","0",
"Linda","Spencer","","","Career counselor","F","http://vignette1.wikia.nocookie.net/survivor/images/b/b2/S3_linda_t.jpg/revision/latest?cb=20120828072453","http://survivor.wikia.com/wiki/Linda_Spencer","Cambridge, MA","Africa","3","Mommy Dearest","44","13","12","4","","","0","0","4","0",
"Kim","Spradlin","","","Bridal shop owner","F","http://vignette3.wikia.nocookie.net/survivor/images/b/b3/S24_kim_t.jpg/revision/latest?cb=20120830202607","http://survivor.wikia.com/wiki/Kim_Spradlin","San Antonio, TX","One World","24","Erin Brockovich","29","1","39","3","","","0","0","6","6",
"Ken","Stafford","","","NYC Police Officer","M","http://vignette1.wikia.nocookie.net/survivor/images/9/97/S5_ken_t.jpg/revision/latest?cb=20130112172534","http://survivor.wikia.com/wiki/Ken_Stafford","Brooklyn, NY","Thailand","5","True Grit","30","8","27","6","","","0","0","6","0",
"Nick","Stanbury","","","Financial Sales","M","http://vignette4.wikia.nocookie.net/survivor/images/0/03/S12_nick_t.jpg/revision/latest?cb=20120830001927","http://survivor.wikia.com/wiki/Nick_Stanbury","Tempe, AZ","Panama: Exile Island","12","Seduce and Destroy","25","10","18","6","","","0","0","6","0",
"Denise","Stapley","","","Sex Therapist","F","http://vignette1.wikia.nocookie.net/survivor/images/9/96/S25_denise_t.jpg/revision/latest?cb=20120821052716","http://survivor.wikia.com/wiki/Denise_Stapley","Cedar Rapids, IA","Philippines","25","Tough Old Broad","41","1","39","6","","","0","0","1","3",
"Jay","Starrett","","","Real Estate Agent","M","http://vignette1.wikia.nocookie.net/survivor/images/5/54/S33-justin-starrett.jpg/revision/latest?cb=20160817171525","http://survivor.wikia.com/wiki/Jay_Starrett","Fort Lauderdale, Florida","Millennials vs Gen X","33","Seduce and Destroy","18","6","36","10","","","0","0","0","0",
"Stacey","Stillman","","","Attorney","F","http://vignette1.wikia.nocookie.net/survivor/images/8/8c/S1_stacey_t.jpg/revision/latest?cb=20120828053135","http://survivor.wikia.com/wiki/Stacey_Stillman","San Francisco, CA","Borneo","1","Chelsea Handler","27","14","9","6","","","0","0","2","0",
"Taylor","Stocker","","","Snowboard Instructor","M","http://vignette3.wikia.nocookie.net/survivor/images/e/e3/S33-taylor-stocker.jpg/revision/latest?cb=20160817172805","http://survivor.wikia.com/wiki/Taylor_Stocker","Post Falls, Idaho","Millennials vs Gen X","33","Surfer Dude","18","12","25","7","","","0","0","0","0",
"Gary","Stritesky","","","School Bus Driver","M","http://vignette2.wikia.nocookie.net/survivor/images/b/b7/S14_gary_t.jpg/revision/latest?cb=20120830033948","http://survivor.wikia.com/wiki/Gary_Stritesky","Ramsey, MN","Fiji","14","Ponyboy","55","16","10","0","","","0","0","5","0",
"Heidi","Strobel","","","Gym Teacher","F","http://vignette1.wikia.nocookie.net/survivor/images/8/83/S6_heidi_t.jpg/revision/latest?cb=20120829030018","http://survivor.wikia.com/wiki/Heidi_Strobel","Buffalo, MO","The Amazon","6","Secretly Smart Bikini Babe","24","5","36","3","","","0","0","6","0",
"Brooke","Struck","","","Law Student","F","http://vignette1.wikia.nocookie.net/survivor/images/7/7d/S11_brooke_t.jpg/revision/latest?cb=20120829231821","http://survivor.wikia.com/wiki/Brooke_Struck","Santa Monica, CA","Guatemala","11","Meredith Grey","25","15","11","5","","","0","0","5","0",
"Russell","Swan","","","Attorney","M","http://vignette3.wikia.nocookie.net/survivor/images/9/92/S19_russells_t.jpg/revision/latest?cb=20120830170746","http://survivor.wikia.com/wiki/Russell_Swan","Glenside, PA","Samoa","19","Mr. Miyagi","42","14","15","0","","","0","0","6","0",
"Russell","Swan","","","Attorney","M","http://vignette3.wikia.nocookie.net/survivor/images/9/92/S19_russells_t.jpg/revision/latest?cb=20120830170746","http://survivor.wikia.com/wiki/Russell_Swan","Glenside, PA","Philippines","25","Mr. Miyagi","45","15","10","4","","","0","0","0","0",
"Brendan","Synnott","","","Entrepreneur","F","http://vignette4.wikia.nocookie.net/survivor/images/3/3c/S18_brendan_t.jpg/revision/latest?cb=20120830164817","http://survivor.wikia.com/wiki/Brendan_Synnott","New York City, NY","Tocantins","18","Alpha Male Control Freak","30","9","24","4","","","0","0","5","1",
"Semhar","Tadesse","","","Spoken Word artist","F","http://vignette2.wikia.nocookie.net/survivor/images/d/d6/S23_semhar_t.jpg/revision/latest?cb=20120830203146","http://survivor.wikia.com/wiki/Semhar_Tadesse","Los Angeles, CA","South Pacific","23","Lady Gaga","24","18","6","8","","","0","0","0","0",
"Mari","Takahashi","","","Professional Gamer","F","http://vignette2.wikia.nocookie.net/survivor/images/7/74/S33-mari-takahashi.jpg/revision/latest?cb=20160817171854","http://survivor.wikia.com/wiki/Mari_Takahashi","Los Angeles, California","Millennials vs Gen X","33","Secretly Smart Bikini Babe","31","19","7","7","","","0","0","0","0",
"Twila","Tanner","","","Highway Repair Worker","F","http://vignette3.wikia.nocookie.net/survivor/images/7/7c/S9_twila_t.jpg/revision/latest?cb=20120829202141","http://survivor.wikia.com/wiki/Twila_Tanner","Marshall, MO","Vanuatu","9","Tough Old Broad","41","2","39","6","","","0","0","9","1",
"Jimmy","Tarantino","","","Professional fisherman","M","http://vignette4.wikia.nocookie.net/survivor/images/e/e0/S21_jimmyt_t.jpg/revision/latest?cb=20120830203912","http://survivor.wikia.com/wiki/Jimmy_Tarantino","Gloucester, MA","Nicaragua","21","The Specialist","47","17","11","5","","","0","0","1","0",
"CeCe","Taylor","","","Insurance Adjuster","F","http://vignette2.wikia.nocookie.net/survivor/images/5/58/S33-ciandra-taylor.jpg/revision/latest?cb=20160817183109","http://survivor.wikia.com/wiki/CeCe_Taylor","Granada Hills, California","Millennials vs Gen X","33","Erin Brockovich","18","16","15","11","","","0","0","0","0",
"J'Tia","Taylor","","","Nuclear Engineer","F","http://vignette2.wikia.nocookie.net/survivor/images/2/23/S28_jtia_c.png/revision/latest?cb=20140125111339","http://survivor.wikia.com/wiki/J%27Tia_Taylor","Chicago, IL","Cagayan: BBB1","28","Oh No You Didn't!","31","15","11","7","","","0","0","1","0",
"Osten","Taylor","","","Equity Trade Manager","M","http://vignette4.wikia.nocookie.net/survivor/images/1/16/S7_osten_t.jpg/revision/latest?cb=20120829190309","http://survivor.wikia.com/wiki/Osten_Taylor","Boston, MA","Pearl Islands","7","Seduce and Destroy","27","11","19","2","","","0","1","4","0",
"Natalie","Tenerelli","","","Professional dancer","F","http://vignette2.wikia.nocookie.net/survivor/images/f/f6/S22_natalie_t.jpg/revision/latest?cb=20120830203426","http://survivor.wikia.com/wiki/Natalie_Tenerelli","Acton, CA","Redemption Island","22","Little Red Riding Hood","19","3","39","1","","","0","0","4","1",
"Michelle","Tesauro","","","Student","F","http://vignette2.wikia.nocookie.net/survivor/images/9/9a/S7_michelle_t.jpg/revision/latest?cb=20120829190242","http://survivor.wikia.com/wiki/Michelle_Tesauro","Pittstown, NJ","Pearl Islands","7","Little Red Riding Hood","22","14","15","6","","","0","0","7","0",
"J.T.","Thomas","","","Cattle Rancher","M","http://vignette1.wikia.nocookie.net/survivor/images/f/ff/S18_jt_t.jpg/revision/latest?cb=20120830164627","http://survivor.wikia.com/wiki/J.T._Thomas","Samson, AL","Tocantins","18","Good Ol' Boy","24","1","39","0","","","0","0","5","6",
"J.T.","Thomas","","","Cattle Rancher","M","http://vignette1.wikia.nocookie.net/survivor/images/f/ff/S18_jt_t.jpg/revision/latest?cb=20120830164627","http://survivor.wikia.com/wiki/J.T._Thomas","Samson, AL","Heroes vs Villains","20","Good Ol' Boy","25","10","27","5","","","0","0","0","0",
"J.T.","Thomas","","","Cattle Rancher","M","http://vignette1.wikia.nocookie.net/survivor/images/f/ff/S18_jt_t.jpg/revision/latest?cb=20120830164627","http://survivor.wikia.com/wiki/J.T._Thomas","Samson, AL","Game Changers","34","Good Ol' Boy","32","16","1","0","Nuku","","0","0","0","0",
"Shamar","Thomas","","","Iraq War Veteran","M","http://vignette3.wikia.nocookie.net/survivor/images/f/f4/S26_shamar_t.jpg/revision/latest?cb=20130111183732","http://survivor.wikia.com/wiki/Shamar_Thomas","Brooklyn, NY","Caramoan: Fans vs Favourites 2","26","The Specialist","27","17","10","8","","","0","0","1","0",
"Sierra","Thomas","","","Barrel Racer","F","http://vignette3.wikia.nocookie.net/survivor/images/a/a3/S30_sierra_t.png/revision/latest?cb=20150121191931","http://survivor.wikia.com/wiki/Sierra_Thomas","Roy, UT","Worlds Apart","30","G.I. Jane","27","5","37","6","","","0","0","5","2",
"Sierra","Thomas","","","Barrel Racer","F","http://vignette3.wikia.nocookie.net/survivor/images/a/a3/S30_sierra_t.png/revision/latest?cb=20150121191931","http://survivor.wikia.com/wiki/Sierra_Thomas","Roy, UT","Game Changers","34","G.I. Jane","30","9","1","0","Nuku","","0","0","0","0",
"Sabrina","Thompson","","","High School Teacher","F","http://vignette4.wikia.nocookie.net/survivor/images/c/c8/S24_sabrina_t.jpg/revision/latest?cb=20120830202429","http://survivor.wikia.com/wiki/Sabrina_Thompson","Brooklyn, NY","One World","24","Meredith Grey","33","2","39","2","","","0","0","6","2",
"Reynold","Toepfer","","","Real Estate Sales","M","http://vignette4.wikia.nocookie.net/survivor/images/b/be/S26_reynold_t.jpg/revision/latest?cb=20130111183732","http://survivor.wikia.com/wiki/Reynold_Toepfer","San Francisco, CA","Caramoan: Fans vs Favourites 2","26","Seduce and Destroy","30","8","31","9","","","0","0","4","3",
"Keith","Tollefson","","","Water treatment tech","M","http://vignette2.wikia.nocookie.net/survivor/images/2/2f/S23_keith_t.jpg/revision/latest?cb=20120830203034","http://survivor.wikia.com/wiki/Keith_Tollefson","Edina, MN","South Pacific","23","John McClane","26","11","25","12","","","0","0","4","0",
"Janu","Tornell","","","Vegas ShowgirlFrench Teacher","F","http://vignette2.wikia.nocookie.net/survivor/images/4/4b/S10_janu_t.jpg/revision/latest?cb=20120829223114","http://survivor.wikia.com/wiki/Janu_Tornell","Las Vegas, NV","Palau","10","Tough Old Broad","39","8","27","1","","","0","1","11","1",
"Vecepia","Towery","","","Office Manager","F","http://vignette1.wikia.nocookie.net/survivor/images/4/4b/S4_vecepia_t.jpg/revision/latest?cb=20120828082834","http://survivor.wikia.com/wiki/Vecepia_Towery","Portland, OR","Marquesas","4","Erin Brockovich","36","1","39","2","","","0","0","2","2",
"Chelsea","Townsend","","","EMT/Pro Cheerleader","F","https://vignette.wikia.nocookie.net/survivor/images/c/c6/S36_Chelsea_Townsend.jpg/revision/latest?cb=20180131173236","http://survivor.wikia.com/wiki/Chelsea_Townsend","Los Angeles, California","Survivor: Ghost Island","36","","0","0","0","0","","","0","0","0","0",
"Blake","Towsley","","","Real Estate Broker","M","http://vignette2.wikia.nocookie.net/survivor/images/2/2e/S11_blake_t.jpg/revision/latest?cb=20120829231709","http://survivor.wikia.com/wiki/Blake_Towsley","Dallas, TX","Guatemala","11","Seduce and Destroy","24","14","14","5","","","0","0","7","0",
"Ashley","Trainer","","","Spa Sales","F","http://vignette2.wikia.nocookie.net/survivor/images/c/c2/S19_ashley_t.jpg/revision/latest?cb=20120830170242","http://survivor.wikia.com/wiki/Ashley_Trainer","Maple Grove, MN","Samoa","19","Little Red Riding Hood","22","15","14","9","","","0","0","2","0",
"Tai","Trang","","","Gardener","M","http://vignette1.wikia.nocookie.net/survivor/images/7/70/S32_Tai_Trang.jpg/revision/latest?cb=20160120174639","http://survivor.wikia.com/wiki/Tai_Trang","San Francisco, California","Kaoh Rong: BBB2","32","Mr. Miyagi","51","3","39","2","","","0","0","0","0",
"Tai","Trang","","","Gardener","M","http://vignette1.wikia.nocookie.net/survivor/images/7/70/S32_Tai_Trang.jpg/revision/latest?cb=20160120174639","http://survivor.wikia.com/wiki/Tai_Trang","San Francisco, California","Game Changers","34","Mr. Miyagi","52","4","1","0","Nuku","","0","0","0","0",
"Mick","Trimming","","","Doctor","M","http://vignette2.wikia.nocookie.net/survivor/images/a/a4/S19_mick_t.jpg/revision/latest?cb=20120830170635","http://survivor.wikia.com/wiki/Mick_Trimming","Los Angeles, CA","Samoa","19","Alpha Male Control Freak","33","3","39","4","","","0","0","2","1",
"Ryan","Ulrich","","","Bellhop","M","https://vignette.wikia.nocookie.net/survivor/images/c/c4/S35_Ryan_Ulrich.jpg/revision/latest?cb=20170830171256","http://survivor.wikia.com/wiki/Ryan_Ulrich","North Arlington, New Jersey","Heroes vs. Healers vs. Hustlers","35","Know-It-All","18","3","1","0","","","0","0","0","0",
"Elyse","Umemoto","","","Dance team manager","F","http://vignette4.wikia.nocookie.net/survivor/images/9/96/S23_elyse_t.jpg/revision/latest?cb=20120830202951","http://survivor.wikia.com/wiki/Elyse_Umemoto","Las Vegas, NV","South Pacific","23","Secretly Smart Bikini Babe","27","15","15","3","","","0","0","3","0",
"Ashley","Underwood","","","NurseBasketball PlayerMiss USA Pageant winner","F","http://vignette2.wikia.nocookie.net/survivor/images/e/e4/S22_ashley_t.jpg/revision/latest?cb=20120830203638","http://survivor.wikia.com/wiki/Ashley_Underwood","Benton, ME","Redemption Island","22","Secretly Smart Bikini Babe","25","4","38","3","","","0","0","4","2",
"Stephanie","Valencia","","","Waitress","F","http://vignette3.wikia.nocookie.net/survivor/images/8/8c/S22_stephanie_t.jpg/revision/latest?cb=20120830203303","http://survivor.wikia.com/wiki/Stephanie_Valencia","Long Beach, CA","Redemption Island","22","Chelsea Handler","25","14","17","8","","","0","0","3","0",
"Lex","van den Berghe","","","Marketing Manager","M","http://vignette3.wikia.nocookie.net/survivor/images/b/bc/S3_lex_t.jpg/revision/latest?cb=20120828072439","http://survivor.wikia.com/wiki/Lex_van_den_Berghe","Santa Cruz, CA","Africa","3","Heisenberg","38","3","38","10","","","0","0","5","5",
"Lex","van den Berghe","","","Marketing Manager","M","http://vignette3.wikia.nocookie.net/survivor/images/b/bc/S3_lex_t.jpg/revision/latest?cb=20120828072439","http://survivor.wikia.com/wiki/Lex_van_den_Berghe","Santa Cruz, CA","All-Stars","8","Heisenberg","40","9","27","7","","","0","0","0","0",
"Tanya","Vance","","","Social Worker","F","http://vignette2.wikia.nocookie.net/survivor/images/3/33/S5_tanya_t.jpg/revision/latest?cb=20120829021539","http://survivor.wikia.com/wiki/Tanya_Vance","Kingsport, TN","Thailand","5","Erin Brockovich","27","15","6","5","","","0","0","0","0",
"Brianna","Varela","","","Retail SalespersonMake-up Artist","F","http://vignette4.wikia.nocookie.net/survivor/images/f/f3/S11_brianna_t.jpg/revision/latest?cb=20120829231808","http://survivor.wikia.com/wiki/Brianna_Varela","Edmonds, WA","Guatemala","11","Little Red Riding Hood","21","16","8","7","","","0","0","1","0",
"Jeff","Varner","","","Internet Projects Manager","M","http://vignette3.wikia.nocookie.net/survivor/images/4/4d/S2_jeff_t.jpg/revision/latest?cb=20120828061423","http://survivor.wikia.com/wiki/Jeff_Varner","New York City, NY","The Australian Outback","2","Seduce and Destroy","34","10","21","11","","","0","0","6","0",
"Jeff","Varner","","","Internet Projects Manager","M","http://vignette3.wikia.nocookie.net/survivor/images/4/4d/S2_jeff_t.jpg/revision/latest?cb=20120828061423","http://survivor.wikia.com/wiki/Jeff_Varner","New York City, NY","Cambodia: Second Chance","31","Seduce and Destroy","50","17","11","4","","","0","0","0","0",
